RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B22BTOT;B22B11;B22B12;B22B13;B22B14;B22B15;B22B16;B22B21;B22B22;B22B23;B22B24;B22B25;B22B26;B22B27;B22B28;B22B29;B22B30;B22BMTOT;B22BM01;B22BM02;B22BM03;B22BM04;B22BM05;B22BM06;B22BM07;B22BM08;B22BM09;B22BM10;B22BM11;B22BM12;B22BM13;B22BM14;B22BM15;B22BM16;B22BM17;B22BM18;B22BM19;B22BWTOT;B22BW01;B22BW02;B22BW03;B22BW04;B22BW05;B22BW06;B22BW07;B22BW08;B22BW09;B22BW10;B22BW11;B22BW12;B22BW13;B22BW14;B22BW15;B22BW16;B22BW17;B22BW18;B22BW19;B22B41;B22B42;B22B43;B22B44;B22B45;B22B46;B22B51;B22B52;B22B53;B22B54;B22B55;B22B56;H22PTOT;H22P01;H22P02;H22P03;H22P04;H22P05;H22P06;H22PI
62282074;958;15353;2622800;1207400;10;9;3;0;0;3;0;8;3;5;3;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;3;0;0;0;7;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62311893;904;15314;2623100;1189300;23;23;0;0;0;0;0;23;5;17;3;0;0;0;0;0;0;10;0;0;0;0;3;0;0;0;0;3;0;0;3;3;3;3;3;0;3;13;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;3;3;3;5;0;3;3;14;7;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
62312636;2826;13771;2623100;1263600;6;3;4;0;0;4;0;3;0;3;3;0;4;0;0;4;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62322293;342;15026;2623200;1229300;37;36;3;3;0;0;0;37;6;22;9;0;0;0;0;0;0;15;0;0;0;0;0;3;3;0;3;3;3;3;3;0;3;0;3;3;0;22;0;0;0;0;0;0;3;0;0;3;0;3;3;0;0;3;3;3;10;0;3;5;27;4;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0
62322479;2895;13823;2623200;1247900;14;12;3;3;0;0;0;11;3;3;6;0;3;3;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;0;3;3;9;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;3;3;3;0;0;3;10;3;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62332021;903;15313;2623300;1202100;39;39;0;0;0;0;0;38;10;23;5;0;3;3;0;0;0;16;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;4;4;3;3;23;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;3;7;9;0;4;3;24;10;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0
62332086;957;15352;2623300;1208600;28;27;3;3;0;0;0;27;12;11;4;0;3;3;0;0;0;13;0;0;0;0;0;0;0;3;0;3;0;3;0;3;3;3;0;3;3;15;0;0;0;0;0;0;0;0;0;3;0;3;0;3;3;0;3;3;3;0;3;3;20;5;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
62341294;6118;14959;2623400;1129400;28;28;0;0;0;0;0;27;13;9;5;0;3;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;6;0;0;0;10;18;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
62342168;335;15019;2623400;1216800;5;5;0;0;0;0;0;3;0;3;0;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62351842;935;15332;2623500;1184200;8;8;0;0;0;0;0;7;3;6;0;0;3;3;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;0;3;4;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62352492;2892;13820;2623500;1249200;32;26;6;6;0;0;0;29;8;13;8;0;3;3;3;0;0;18;3;0;0;0;3;4;0;0;3;0;4;3;3;0;0;3;0;3;3;14;0;0;0;0;0;0;0;0;3;0;3;3;3;0;0;3;0;3;6;0;3;4;17;8;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0
62362507;2891;13819;2623600;1250700;13;11;3;0;0;3;0;10;0;4;6;0;3;0;0;3;0;6;0;0;0;0;0;3;0;0;0;3;0;0;0;3;0;0;0;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;0;0;3;3;7;3;3;12;0;0;0;0;3;0;0;0;0;0;0;0;0
62390965;6300;10315;2623900;1096500;10;10;0;0;0;0;0;10;3;7;3;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;3;3;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;3;0;0;0;3;3;3;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62391292;6204;14961;2623900;1129200;13;13;0;0;0;0;0;13;6;4;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;3;9;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;5;0;0;0;8;5;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
62392368;2403;13705;2623900;1236800;14;13;3;3;0;0;0;13;5;3;6;0;3;3;0;0;0;6;0;0;0;0;0;0;3;3;0;0;0;0;0;0;3;0;3;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;3;0;0;3;7;6;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62401811;932;15330;2624000;1181100;5;5;0;0;0;0;0;5;3;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62402425;2425;13715;2624000;1242500;10;10;0;0;0;0;0;10;3;3;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;3;5;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;3;0;3;3;3;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62412260;324;15010;2624100;1226000;8;8;0;0;0;0;0;7;3;3;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;3;3;0;0;0;6;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62422528;2887;13815;2624200;1252800;7;7;0;0;0;0;0;7;3;4;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;0;0;3;4;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
62422580;2828;13773;2624200;1258000;55;46;9;5;3;3;0;42;6;13;23;0;13;9;3;3;3;26;0;0;0;0;3;0;0;0;3;0;0;3;0;3;3;5;3;4;5;29;0;0;0;3;3;0;3;0;0;0;0;0;3;3;3;3;3;6;12;3;5;5;39;4;0;53;3;0;0;0;0;0;0;0;0;0;0;0;0
62452554;2832;13777;2624500;1255400;4;4;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;0;0;3;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62462623;2821;13766;2624600;1262300;8;6;3;3;0;0;0;6;0;3;5;0;3;3;3;0;0;4;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;3;3;3;0;5;3;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0
62471381;6195;11995;2624700;1138100;3;3;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62482399;2406;13708;2624800;1239900;14;12;3;3;0;0;0;12;3;4;6;0;3;3;0;0;0;7;0;0;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;3;3;10;3;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62482443;2888;13816;2624800;1244300;10;9;3;3;0;0;0;9;0;3;6;0;3;3;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;3;3;3;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;3;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62492335;341;15025;2624900;1233500;7;6;3;3;0;0;0;6;0;6;0;0;3;3;0;0;0;4;0;0;0;0;0;0;0;0;0;3;3;3;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;3;0;0;3;3;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0
62502527;2886;13814;2625000;1252700;26;25;3;0;3;0;0;20;3;6;12;0;6;4;3;3;0;8;0;0;0;0;0;3;0;3;0;3;0;0;0;0;0;3;3;3;3;18;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;3;9;3;3;0;21;3;0;25;0;0;0;0;3;0;0;0;0;0;0;0;0
62512322;321;15007;2625100;1232200;39;38;3;0;0;3;0;33;3;23;7;0;6;5;0;3;0;19;0;0;0;0;3;3;0;3;0;3;3;3;3;3;3;0;0;3;3;20;3;0;0;0;0;0;0;3;0;3;3;0;3;3;3;3;3;5;3;0;4;3;18;13;3;38;0;0;0;3;0;0;0;0;0;0;0;0;0
62522385;2405;13707;2625200;1238500;10;8;3;3;0;0;0;7;3;4;3;0;3;3;0;0;0;3;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;3;0;0;0;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;3;7;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0
62532207;344;15027;2625300;1220700;9;9;0;0;0;0;0;9;3;7;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;7;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;3;3;0;0;0;3;6;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
62552249;340;15024;2625500;1224900;11;11;0;0;0;0;0;10;4;5;3;0;3;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;7;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
62561670;585;15157;2625600;1167000;5;5;0;0;0;0;0;5;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;3;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62562180;959;15354;2625600;1218000;6;6;0;0;0;0;0;6;3;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;0;0;3;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62582503;2882;13810;2625800;1250300;5;4;3;0;0;3;0;4;4;0;0;0;3;0;0;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62591820;924;15323;2625900;1182000;5;5;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;4;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
62602602;2827;13772;2626000;1260200;3;3;0;0;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62612574;2849;13788;2626100;1257400;18;16;3;3;0;3;0;10;0;4;6;0;8;7;0;3;0;8;0;0;0;0;0;0;3;0;3;0;0;0;3;0;0;0;3;3;3;10;0;0;0;0;0;0;0;3;0;0;3;0;0;3;0;3;3;3;3;3;3;3;14;0;0;17;3;0;0;0;0;0;0;0;0;0;0;0;0
62631018;6295;10555;2626300;1101800;8;7;3;3;0;0;0;7;3;3;3;0;3;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;3;4;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62631270;6194;12151;2626300;1127000;3;3;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62641292;6198;12511;2626400;1129200;11;10;3;3;0;0;0;10;6;4;0;0;3;3;0;0;0;6;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;0;0;3;7;0;9;3;0;3;0;0;0;0;0;0;0;0;0;0
62641989;902;15312;2626400;1198900;62;60;3;0;3;3;0;57;17;24;16;0;5;3;3;3;0;29;3;3;0;0;3;3;5;3;3;3;3;4;3;3;0;0;4;0;0;33;0;0;0;0;0;3;0;0;0;3;0;3;3;3;3;3;4;7;8;3;13;7;31;10;0;61;0;0;3;0;0;0;0;0;0;0;0;0;0
62642291;329;16606;2626400;1229100;131;111;20;11;5;4;0;108;35;35;38;0;23;15;3;5;3;68;0;3;0;3;3;4;4;5;4;3;3;6;6;7;8;5;4;4;4;63;0;0;3;3;0;3;3;4;0;3;5;3;3;3;3;7;7;11;12;3;10;17;83;19;0;129;3;0;0;0;0;3;3;0;0;0;0;0;1
62661393;6202;10337;2626600;1139300;3;3;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62672267;331;15015;2626700;1226700;15;14;3;3;0;0;0;15;3;8;5;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;3;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;0;0;3;3;7;4;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
62681056;6287;13180;2626800;1105600;4;4;0;0;0;0;0;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;3;0;3;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
62682154;952;15347;2626800;1215400;17;17;0;0;0;0;0;16;3;13;3;0;3;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;3;13;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;3;3;3;7;0;0;0;12;5;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
62682413;2401;13703;2626800;1241300;15;15;0;0;0;0;0;13;3;4;7;0;3;3;0;0;0;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;3;0;0;0;12;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;3;3;3;4;0;0;3;10;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
62692670;4258;12911;2626900;1267000;66;55;11;4;3;5;0;40;15;3;23;0;26;13;3;10;0;33;0;0;0;0;3;3;0;3;3;4;6;3;3;3;3;3;3;3;0;33;0;0;0;0;3;0;3;3;3;3;3;0;3;3;3;3;7;4;8;3;7;6;42;10;0;65;0;3;0;0;0;0;0;0;0;0;0;0;0
62702392;2404;13706;2627000;1239200;25;23;3;3;3;0;0;23;5;10;8;0;3;3;3;0;0;7;0;0;0;0;3;0;0;0;3;0;0;3;3;0;0;0;3;0;0;18;0;0;0;0;0;3;0;0;0;3;3;3;3;0;0;3;6;4;3;0;3;3;17;4;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0
62722355;2408;13710;2627200;1235500;19;19;0;0;0;0;0;19;8;4;7;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;0;3;3;0;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;3;5;0;0;0;8;11;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0
62731720;571;15144;2627300;1172000;15;14;3;3;0;0;0;14;0;10;4;0;3;0;0;0;3;6;0;0;0;0;0;0;3;0;3;3;0;0;0;0;3;3;3;0;0;9;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;3;0;0;3;3;9;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
62731916;901;15311;2627300;1191600;25;25;0;0;0;0;0;25;11;12;3;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;3;3;3;3;12;0;0;0;0;0;0;3;0;0;0;3;3;0;0;3;3;0;3;4;0;3;0;18;5;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0
62732239;332;15475;2627300;1223900;37;37;0;0;0;0;0;33;5;21;7;0;4;4;0;0;0;11;0;0;0;0;0;3;0;0;3;3;0;0;3;0;0;0;3;3;3;26;0;0;0;0;0;0;3;3;3;0;0;3;0;0;3;3;0;11;7;0;4;3;18;12;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0
62762601;2854;13793;2627600;1260100;3;3;0;0;0;0;0;3;3;0;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62781260;6201;10860;2627800;1126000;6;6;0;0;0;0;0;6;3;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62782554;2869;13808;2627800;1255400;35;32;3;3;0;3;0;31;0;17;14;0;4;3;0;3;0;10;0;0;0;3;0;3;0;0;0;3;0;3;0;0;3;0;3;3;3;25;0;0;0;3;0;0;3;0;0;0;0;0;0;0;3;0;6;7;8;0;3;3;28;3;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
62791289;6199;13162;2627900;1128900;21;19;3;3;0;0;0;18;9;7;3;0;3;3;0;0;0;11;0;0;0;0;0;0;3;3;0;0;3;3;3;3;3;3;0;3;3;10;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;3;3;7;10;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
62811139;6292;10375;2628100;1113900;8;8;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;3;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;0;3;0;3;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
62812515;2884;13812;2628100;1251500;10;10;0;0;0;0;0;9;3;3;6;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;3;0;0;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
62812569;2861;13800;2628100;1256900;25;23;3;3;0;3;0;22;3;15;6;0;3;3;0;3;0;6;0;0;0;0;0;0;0;3;3;0;0;0;3;0;0;3;0;3;0;19;0;0;0;3;0;3;3;3;0;0;3;3;3;0;3;3;3;0;5;0;3;4;14;5;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0
62822540;2863;13802;2628200;1254000;3;3;0;0;0;0;0;3;0;3;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62822641;4253;12711;2628200;1264100;22;22;0;0;0;0;0;19;3;6;10;0;3;3;3;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;14;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;3;3;5;0;0;3;14;7;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0
62831679;575;15148;2628300;1167900;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62862206;338;15022;2628600;1220600;18;18;0;0;0;0;0;17;3;10;4;0;3;0;3;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;3;13;0;0;3;0;0;0;3;0;0;0;0;0;0;0;3;3;3;3;3;0;3;3;10;4;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
62872343;345;15028;2628700;1234300;20;20;0;0;0;0;0;20;4;11;5;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;3;14;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;3;3;3;0;3;0;11;6;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
62872399;2402;13704;2628700;1239900;6;4;3;3;0;3;0;4;3;0;3;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;3;0;0;0;3;0;4;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62882484;2885;13813;2628800;1248400;9;8;3;0;0;3;0;7;3;4;3;0;3;3;0;3;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;3;0;0;4;4;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0
62891259;6193;11485;2628900;1125900;11;11;0;0;0;0;0;11;7;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;7;0;3;0;3;8;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
62902322;337;15021;2629000;1232200;32;31;3;0;3;0;0;29;3;15;11;0;3;3;3;3;0;16;0;0;0;0;3;0;3;3;0;3;3;3;3;3;0;3;3;0;3;16;0;0;0;0;0;3;0;0;0;0;3;3;3;0;3;0;3;3;7;0;8;5;15;4;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0
62912604;2866;13805;2629100;1260400;7;7;0;0;0;0;0;5;3;3;3;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;3;0;3;5;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
62931411;6192;11818;2629300;1141100;3;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62942149;960;15355;2629400;1214900;14;14;0;0;0;0;0;14;5;9;0;0;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;3;0;0;3;3;3;3;3;0;3;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;3;0;0;0;3;6;7;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
62952261;325;15011;2629500;1226100;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
62952406;2578;11936;2629500;1240600;29;24;5;4;3;0;0;23;3;7;14;0;6;3;3;0;0;13;0;0;0;0;0;0;0;3;3;0;3;3;3;3;0;3;0;0;3;16;0;0;0;3;0;0;0;0;3;0;0;3;3;3;3;0;3;3;6;3;8;3;15;3;0;28;0;0;3;0;0;0;0;0;0;0;0;0;0
62952561;2864;13803;2629500;1256100;6;4;3;3;0;3;0;4;0;3;3;0;3;3;0;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
62992570;2842;13781;2629900;1257000;6;6;0;0;0;0;0;6;3;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;4;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
63002361;2575;12092;2630000;1236100;14;12;3;3;0;0;0;11;3;3;7;0;3;3;0;0;0;8;0;0;0;0;0;3;3;0;0;0;0;0;3;0;3;3;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;3;3;3;3;5;5;0;13;0;0;3;0;0;0;0;0;0;0;0;0;0
63002513;2850;13789;2630000;1251300;11;11;0;0;0;0;0;11;3;3;5;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;3;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;3;0;0;0;10;3;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
